,Mkt-Rf,SMB,HML,Rf
20071231,-0.65,0.07,0.27,0.014
20080102,-1.46,-0.04,-0.02,0.01
20080103,-0.14,-0.96,-0.34,0.01
20080104,-2.56,-0.38,0.31,0.01
20080107,0.16,0.08,0.22,0.01
20080108,-1.81,-0.37,-0.66,0.01
20080109,1.1,-0.4,-0.51,0.01
20080110,0.89,-0.11,0.39,0.01
20080111,-1.42,-0.59,0.19,0.01
20080114,1.02,-0.09,-0.18,0.01
20080115,-2.39,0.53,0.08,0.01
20080116,-0.51,0.8,0.93,0.01
20080117,-2.8,0.45,-0.09,0.01
20080118,-0.56,-0.22,-0.81,0.01
20080122,-0.98,0.42,0.77,0.01
20080123,2.04,0.55,1.39,0.01
20080124,1.02,-0.92,-0.77,0.01
20080125,-1.39,0.83,0.3,0.01
20080128,1.71,0,0.74,0.01
20080129,0.69,-0.44,0.9,0.01
20080130,-0.59,-0.33,-0.04,0.01
20080131,1.66,0.73,0.34,0.01
20080201,1.48,0.56,0.06,0.007
20080204,-0.99,0.13,0.13,0.007
20080205,-3.01,0.55,0.04,0.007
20080206,-0.85,-0.29,0.56,0.007
20080207,0.82,0.33,0.02,0.007
20080208,-0.3,-0.08,-0.23,0.007
20080211,0.58,-0.3,-0.41,0.007
20080212,0.61,-0.17,-0.03,0.007
20080213,1.46,0.58,0,0.007
20080214,-1.35,-0.7,0.36,0.007
20080215,-0.02,-0.74,0.32,0.007
20080219,-0.06,0.22,-0.28,0.007
20080220,0.83,0.17,-0.13,0.007
20080221,-1.28,-0.24,-0.28,0.007
20080222,0.61,-0.82,0.54,0.007
20080225,1.46,0.32,-0.07,0.007
20080226,0.72,0.3,-0.02,0.007
20080227,-0.11,0,-0.47,0.007
20080228,-0.93,-0.37,-0.14,0.007
20080229,-2.64,0.25,-0.08,0.007
20080303,-0.04,-0.25,-0.16,0.009
20080304,-0.36,0.02,0.1,0.009
20080305,0.56,-0.28,-0.23,0.009
20080306,-2.26,-0.28,-0.14,0.009
20080307,-0.88,0.31,0.5,0.009
20080310,-1.72,-0.45,0.62,0.009
20080311,3.57,0.01,-0.05,0.009
20080312,-0.77,0.18,-0.68,0.009
20080313,0.65,1.14,-0.17,0.009
20080314,-2.07,-0.11,-0.06,0.009
20080317,-1.21,-0.67,0.56,0.009
20080318,4.09,-0.2,-0.5,0.009
20080319,-2.37,0.2,0.03,0.009
20080320,2.3,-0.19,0.24,0.009
20080324,1.71,0.91,-0.63,0.009
20080325,0.38,0.36,0.03,0.009
20080326,-0.82,0.57,-0.19,0.009
20080327,-1.13,-0.12,0.13,0.009
20080328,-0.82,-0.35,0.31,0.009
20080331,0.57,0.02,0.51,0.009
20080401,3.37,-0.85,-0.09,0.008
20080402,-0.09,0.41,0.03,0.008
20080403,0.14,-0.08,-0.05,0.008
20080404,0.16,0.03,-0.26,0.008
20080407,0.14,-0.39,0.48,0.008
20080408,-0.34,0.29,0.08,0.008
20080409,-0.96,-0.68,-0.11,0.008
20080410,0.53,0.65,-0.71,0.008
20080411,-2.02,-0.45,0.62,0.008
20080414,-0.38,0.11,0.14,0.008
20080415,0.46,0.24,0.34,0.008
20080416,2.27,0.28,0.17,0.008
20080417,-0.1,-0.73,0.2,0.008
20080418,1.67,0,-0.68,0.008
20080421,-0.17,-0.16,-0.32,0.008
20080422,-0.97,-0.93,0.28,0.008
20080423,0.26,0.19,-1.09,0.008
20080424,0.66,0.51,0.21,0.008
20080425,0.68,-0.18,0.19,0.008
20080428,-0.03,0.5,0.17,0.008
20080429,-0.36,-0.32,0.29,0.008
20080430,-0.3,-0.12,0.16,0.008
20080501,1.66,0,0.06,0.008
20080502,0.2,-0.71,0.11,0.008
20080505,-0.41,0.29,0.03,0.008
20080506,0.75,-0.07,0.51,0.008
20080507,-1.66,0.15,-0.15,0.008
20080508,0.37,0.03,0.02,0.008
20080509,-0.54,0.64,-0.26,0.008
20080512,1.1,0.52,-0.36,0.008
20080513,0.09,0.57,0.04,0.008
20080514,0.38,-0.41,0.12,0.008
20080515,1.02,-0.15,-0.26,0.008
20080516,0.1,-0.4,0.15,0.008
20080519,-0.02,-0.27,0.36,0.008
20080520,-0.8,0.57,0.02,0.008
20080521,-1.56,0.49,0.23,0.008
20080522,0.38,0.26,-0.04,0.008
20080523,-1.24,0.22,-0.47,0.008
20080527,0.72,0.47,-0.2,0.008
20080528,0.49,-0.09,-0.04,0.008
20080529,0.61,0.23,-0.29,0.008
20080530,0.29,0.2,0.13,0.008
20080602,-0.98,0.2,0.36,0.008
20080603,-0.46,0.27,-0.04,0.008
20080604,0.02,0.62,-0.65,0.008
20080605,1.95,0.16,0,0.008
20080606,-2.9,0.33,0.06,0.008
20080609,-0.03,-0.55,0.11,0.008
20080610,-0.31,0.07,-0.35,0.008
20080611,-1.66,-0.04,-0.01,0.008
20080612,0.31,0.01,-0.18,0.008
20080613,1.56,0.13,-0.29,0.008
20080616,0.15,0.79,-0.19,0.008
20080617,-0.55,0.15,0.02,0.008
20080618,-0.96,0.25,0.36,0.008
20080619,0.34,0.44,-0.65,0.008
20080620,-1.79,0.46,0.08,0.008
20080623,-0.16,-0.56,0.05,0.008
20080624,-0.54,-0.97,0,0.008
20080625,0.64,0.27,-0.44,0.008
20080626,-2.83,0.67,0.17,0.008
20080627,-0.37,0.22,-0.37,0.008
20080630,-0.07,-1.13,0.72,0.008
20080701,0.29,-0.32,0.03,0.007
20080702,-2,-0.73,-0.24,0.007
20080703,-0.15,-0.73,-0.1,0.007
20080707,-0.81,0.02,-0.95,0.007
20080708,1.84,1.35,1.75,0.007
20080709,-2.06,-0.26,-0.98,0.007
20080710,0.65,-0.26,-0.79,0.007
20080711,-0.88,1.31,-0.85,0.007
20080714,-0.93,-0.41,-1.92,0.007
20080715,-0.96,1.11,-1.1,0.007
20080716,2.52,0.8,3.28,0.007
20080717,1.13,0.51,3.02,0.007
20080718,-0.08,-0.69,1.03,0.007
20080721,0.16,0.17,-0.29,0.007
20080722,1.37,1.34,2.44,0.007
20080723,0.32,0.28,1.2,0.007
20080724,-2.31,0.16,-2.39,0.007
20080725,0.47,0.81,-0.87,0.007
20080728,-1.76,-0.17,-1.01,0.007
20080729,2.27,0.13,2.51,0.007
20080730,1.58,-1.5,0.15,0.007
20080731,-1.16,0.71,0.24,0.007
20080801,-0.47,0.79,0.5,0.006
20080804,-1.09,-0.1,0.27,0.006
20080805,2.65,-0.36,1.24,0.006
20080806,0.5,0.44,-0.95,0.006
20080807,-1.73,0.44,-1.39,0.006
20080808,2.28,0.69,1.22,0.006
20080811,0.83,1.5,0.91,0.006
20080812,-1.05,0.84,-1.76,0.006
20080813,-0.15,0.44,-1.4,0.006
20080814,0.63,0.32,0.87,0.006
20080815,0.38,-0.24,0.89,0.006
20080818,-1.45,0.18,-0.6,0.006
20080819,-1,-0.81,-0.82,0.006
20080820,0.54,-0.74,0.13,0.006
20080821,0.12,-1.08,-0.13,0.006
20080822,1.14,0.64,0.68,0.006
20080825,-1.92,-0.18,-0.38,0.006
20080826,0.33,-0.25,0.21,0.006
20080827,0.88,0.26,0.33,0.006
20080828,1.51,0.41,1.33,0.006
20080829,-1.25,0.28,0.57,0.006
20080902,-0.44,0.62,1.4,0.007
20080903,-0.23,0.69,1.45,0.007
20080904,-2.9,0.15,-0.38,0.007
20080905,0.42,-0.62,1.18,0.007
20080908,1.76,-0.36,1.8,0.007
20080909,-3.41,0.7,-1.06,0.007
20080910,0.7,0.22,-0.38,0.007
20080911,1.22,-0.98,0.36,0.007
20080912,0.29,-0.22,-0.04,0.007
20080915,-4.45,1.35,-2.2,0.007
20080916,1.65,0.43,1.64,0.007
20080917,-4.6,0.4,-1.9,0.007
20080918,4.41,1.53,3.95,0.007
20080919,4.27,-1.75,3.26,0.007
20080922,-3.93,0.06,-2.8,0.007
20080923,-1.55,0.09,0.1,0.007
20080924,-0.32,-1.11,-0.65,0.007
20080925,1.7,-1.12,0.68,0.007
20080926,0.11,-0.7,0.49,0.007
20080929,-8.26,3.02,-3.22,0.007
20080930,4.88,-3.29,2.28,0.007
20081001,-0.47,-0.58,2.48,0.004
20081002,-4.2,-0.39,0.3,0.004
20081003,-1.47,-0.89,-1.22,0.004
20081006,-3.95,0,0.3,0.004
20081007,-5.76,0.83,-3,0.004
20081008,-1.27,-0.45,-1.74,0.004
20081009,-7.36,-0.2,-2.62,0.004
20081010,-0.95,4.29,1.89,0.004
20081013,11.35,-2.8,-1.53,0.004
20081014,-0.86,-2.52,3.65,0.004
20081015,-8.78,0.52,0.06,0.004
20081016,4.32,2.02,-1.27,0.004
20081017,-0.41,-0.85,-0.49,0.004
20081020,4.55,-1.54,-0.17,0.004
20081021,-2.95,0.16,0.48,0.004
20081022,-5.76,1.02,-0.08,0.004
20081023,0.3,-3.46,-0.37,0.004
20081024,-3.28,0.04,-0.66,0.004
20081027,-3.36,-0.75,0.23,0.004
20081028,9.77,-3.79,0.35,0.004
20081029,-0.47,2.6,-0.75,0.004
20081030,2.99,1.67,-0.02,0.004
20081031,1.88,2.38,1.47,0.004
20081103,-0.05,0.27,0.28,0.001
20081104,3.57,-2.68,0.39,0.001
20081105,-5.05,0.13,-1.13,0.001
20081106,-4.83,1.62,-0.45,0.001
20081107,2.62,-1.25,-0.55,0.001
20081110,-1.32,-0.87,-1.56,0.001
20081111,-2.25,0.18,0.07,0.001
20081112,-5.14,-0.31,-1.17,0.001
20081113,6.79,0.43,0.04,0.001
20081114,-4.27,-2.03,0.09,0.001
20081117,-2.43,1.6,-0.97,0.001
20081118,0.7,-1.31,-0.42,0.001
20081119,-6.29,-0.13,-2.52,0.001
20081120,-6.6,1.72,-2.51,0.001
20081121,6.11,-1.75,-1.37,0.001
20081124,6.27,-0.95,3.5,0.001
20081125,0.94,0.14,2.24,0.001
20081126,3.88,1.46,0.19,0.001
20081128,1.06,-0.34,1.2,0.001
20081201,-8.95,-0.83,-2.68,0
20081202,3.97,0.77,1.85,0
20081203,2.63,-0.05,0.98,0
20081204,-2.9,0.38,0.62,0
20081205,3.75,0.29,1.01,0
20081208,3.8,-0.46,0.26,0
20081209,-2.23,-0.59,-0.97,0
20081210,1.2,0.71,-0.5,0
20081211,-2.93,-1.29,-1.69,0
20081212,0.96,2.45,0.01,0
20081215,-1.54,-1.36,-0.89,0
20081216,5.15,-0.06,1.8,0
20081217,-0.62,1.63,-0.38,0
20081218,-1.83,0.95,-0.42,0
20081219,0.35,0.71,-0.1,0
20081222,-1.87,-0.02,-0.79,0
20081223,-0.89,-0.1,-0.59,0
20081224,0.51,-0.23,0.36,0
20081226,0.63,0.53,0.12,0
20081229,-0.56,-1.4,0.12,0
20081230,2.47,0.5,0.82,0
20081231,1.7,1.46,0.62,0
20090102,3.11,-1.49,-0.02,0
20090105,-0.28,0.43,-0.63,0
20090106,0.87,1,0.83,0
20090107,-2.96,0.3,-0.91,0
20090108,0.47,0.63,0.43,0
20090109,-2.21,-1.39,-0.96,0
20090112,-2.28,0.22,-1.57,0
20090113,0.28,0.44,-0.07,0
20090114,-3.38,-0.49,-1.07,0
20090115,0.39,1.99,-2,0
20090116,0.74,0.33,-0.84,0
20090120,-5.34,-0.05,-3.09,0
20090121,4.21,-1.01,1.84,0
20090122,-1.62,-1.11,-1.18,0
20090123,0.44,-0.34,0.64,0
20090126,0.54,0.57,-0.34,0
20090127,1.08,-0.38,0.02,0
20090128,3.32,-0.31,1.9,0
20090129,-3.23,-0.22,-1.76,0
20090130,-2.16,0.09,-0.88,0
20090202,0.06,1.28,-0.73,0.001
20090203,1.46,-0.45,-1.87,0.001
20090204,-0.6,-0.3,-0.19,0.001
20090205,1.61,0.02,-0.21,0.001
20090206,2.79,0.09,1.8,0.001
20090209,0.03,-0.85,0.1,0.001
20090210,-4.62,0.84,-2.07,0.001
20090211,0.75,-0.49,0.6,0.001
20090212,0.3,0.34,-0.69,0.001
20090213,-0.85,0.7,-0.92,0.001
20090217,-4.36,0.96,-2.03,0.001
20090218,-0.33,-0.78,-0.86,0.001
20090219,-1.15,-0.28,-1.34,0.001
20090220,-1.16,0.02,-1.12,0.001
20090223,-3.43,-0.19,0.79,0.001
20090224,4,-0.77,2.2,0.001
20090225,-1.15,-1.35,0.29,0.001
20090226,-1.53,-0.38,1.39,0.001
20090227,-2.01,1.52,-1.55,0.001
20090302,-4.75,-0.01,-0.28,0.001
20090303,-0.71,-0.82,-1.88,0.001
20090304,2.42,0.26,-0.63,0.001
20090305,-4.21,-0.56,-2.24,0.001
20090306,0.2,0.41,-0.62,0.001
20090309,-1.09,-0.87,0.48,0.001
20090310,6.35,-0.54,2.6,0.001
20090311,0.3,-0.48,0.56,0.001
20090312,4.16,1.3,1.45,0.001
20090313,0.73,0.24,0.32,0.001
20090316,-0.55,-1,0.65,0.001
20090317,3.2,0.66,0.98,0.001
20090318,2.18,0.47,2.91,0.001
20090319,-1.03,0.57,-1.54,0.001
20090320,-1.95,-0.35,-0.52,0.001
20090323,6.89,-0.47,2.96,0.001
20090324,-1.93,-1.19,-1.03,0.001
20090325,0.94,1.16,0.55,0.001
20090326,2.68,1.69,0.04,0.001
20090327,-2.06,-1.15,0.34,0.001
20090330,-3.47,1.39,-3.13,0.001
20090331,1.29,-0.32,0.98,0.001
20090401,1.65,-0.43,1.26,0.001
20090402,3.07,1.52,0.74,0.001
20090403,1.02,-0.12,0.75,0.001
20090406,-0.92,-0.55,-0.53,0.001
20090407,-2.42,-0.62,-0.13,0.001
20090408,1.28,1.01,0.09,0.001
20090409,3.91,0.71,3.14,0.001
20090413,0.26,-0.59,1.65,0.001
20090414,-2.02,-0.24,-2.26,0.001
20090415,1.12,0.05,1.87,0.001
20090416,1.69,1.19,0.04,0.001
20090417,0.55,0.79,0.27,0.001
20090420,-4.32,-0.17,-3.34,0.001
20090421,2.19,0.94,2.45,0.001
20090422,-0.61,1.33,-0.82,0.001
20090423,0.66,-1.8,0.51,0.001
20090424,1.77,0.7,0.08,0.001
20090427,-0.95,-0.43,-1.55,0.001
20090428,-0.2,0.83,0.09,0.001
20090429,2.41,0.77,0.88,0.001
20090430,-0.04,-0.43,-0.36,0.001
20090501,0.45,-0.65,0.33,0
20090504,3.36,-0.25,2.3,0
20090505,-0.27,0.2,-0.04,0
20090506,1.45,-1.81,2.22,0
20090507,-1.42,-0.77,-0.63,0
20090508,2.48,0.31,2.4,0
20090511,-2.01,1.02,-2.03,0
20090512,-0.31,-0.88,-1.39,0
20090513,-2.91,-1.42,-1.33,0
20090514,1.11,0.6,0.56,0
20090515,-1.02,0.5,-0.91,0
20090518,3.13,0.36,1.61,0
20090519,-0.04,0.05,-0.77,0
20090520,-0.48,-0.14,-0.85,0
20090521,-1.68,0.07,0.07,0
20090522,-0.15,-0.39,-0.45,0
20090526,2.78,1.44,0.44,0
20090527,-1.8,0.18,-1.08,0
20090528,1.35,-1.33,0.53,0
20090529,1.38,0.44,-0.12,0
20090601,2.72,1.29,-0.34,0
20090602,0.29,0.8,-0.18,0
20090603,-1.39,0.89,-1.03,0
20090604,1.18,0.16,0.95,0
20090605,-0.19,0.09,-0.42,0
20090608,-0.2,-0.84,0.47,0
20090609,0.49,0.3,-0.25,0
20090610,-0.35,-0.37,-0.23,0
20090611,0.63,-0.23,0.26,0
20090612,0.03,-0.16,0.05,0
20090615,-2.38,-0.24,-0.29,0
20090616,-1.33,-0.17,-0.08,0
20090617,-0.08,0.9,-1.1,0
20090618,0.74,-0.51,0.29,0
20090619,0.35,0.38,-0.11,0
20090622,-3.08,-0.31,-0.7,0
20090623,0.08,-1.03,0.11,0
20090624,0.78,0.19,-0.02,0
20090625,2.19,0.71,0.06,0
20090626,0.04,1.45,0.1,0
20090629,0.82,-0.96,0.3,0
20090630,-0.74,0.21,-0.08,0
20090701,0.54,1.48,0.33,0.001
20090702,-2.89,-0.64,-1.01,0.001
20090706,-0.03,-0.95,-1.01,0.001
20090707,-1.93,0.15,-0.42,0.001
20090708,-0.2,-0.56,-1.05,0.001
20090709,0.35,-0.5,1.13,0.001
20090710,-0.35,0.8,-0.25,0.001
20090713,2.43,-0.42,1.27,0.001
20090714,0.59,0.3,0.78,0.001
20090715,2.98,0.61,1.28,0.001
20090716,0.94,0.43,-0.02,0.001
20090717,-0.05,-0.12,-0.16,0.001
20090720,1.19,0.3,0.5,0.001
20090721,0.31,-0.58,-0.71,0.001
20090722,0.08,0.61,0.27,0.001
20090723,2.37,0.63,1.09,0.001
20090724,0.38,0.23,0.31,0.001
20090727,0.3,0.12,0.97,0.001
20090728,-0.2,0.29,-0.5,0.001
20090729,-0.46,-0.09,-0.9,0.001
20090730,1.24,0.32,1.5,0.001
20090731,0.05,-0.12,1.21,0.001
20090803,1.63,0.13,1.72,0.001
20090804,0.32,0.44,0.83,0.001
20090805,-0.3,-0.88,1.31,0.001
20090806,-0.62,-1.06,0.22,0.001
20090807,1.44,1.07,0.96,0.001
20090810,-0.32,0.48,0.29,0.001
20090811,-1.25,-0.15,-0.94,0.001
20090812,1.21,0.48,0.38,0.001
20090813,0.73,-0.24,1.05,0.001
20090814,-0.97,-1.22,-0.15,0.001
20090817,-2.46,-0.17,-1.57,0.001
20090818,1.11,0.54,1.15,0.001
20090819,0.72,0.34,-0.25,0.001
20090820,1,0.01,0.74,0.001
20090821,1.83,0.32,0.68,0.001
20090824,-0.09,0.03,-0.1,0.001
20090825,0.27,0.26,0.53,0.001
20090826,-0.01,0.13,0.16,0.001
20090827,0.21,-0.19,0.56,0.001
20090828,-0.19,-0.42,0.71,0.001
20090831,-0.86,-0.36,-0.92,0.001
20090901,-2.15,0,-1.75,0
20090902,-0.28,0.06,-0.53,0
20090903,0.93,0.13,0.84,0
20090904,1.31,0.14,0.48,0
20090908,0.88,0.19,0.15,0
20090909,0.9,0.77,0.69,0
20090910,1.08,0.43,1.11,0
20090911,-0.1,0.09,0.09,0
20090914,0.65,0.18,0.49,0
20090915,0.44,0.5,0.8,0
20090916,1.55,0.49,1.2,0
20090917,-0.3,0.02,-0.46,0
20090918,0.23,0.09,-0.14,0
20090921,-0.27,-0.16,-0.67,0
20090922,0.66,0.05,1.16,0
20090923,-1,0.08,-0.83,0
20090924,-1.07,-0.67,-1.31,0
20090925,-0.64,0.15,-0.39,0
20090928,1.79,0.38,0.93,0
20090929,-0.12,-0.04,0.39,0
20090930,-0.4,-0.55,-0.68,0
20091001,-2.63,-0.66,-1.27,0
20091002,-0.49,-0.22,-0.39,0
20091005,1.54,0.16,1.66,0
20091006,1.42,0.54,0.23,0
20091007,0.28,-0.31,0.41,0
20091008,0.82,0.22,0.57,0
20091009,0.59,0.62,-0.34,0
20091012,0.36,-0.5,0.3,0
20091013,-0.22,0.1,-0.11,0
20091014,1.73,0.13,0.89,0
20091015,0.35,-0.19,-0.48,0
20091016,-0.82,-0.1,-1.06,0
20091019,0.92,0,0.16,0
20091020,-0.69,-0.65,-0.53,0
20091021,-0.9,-0.15,-0.35,0
20091022,1.05,0.09,0.51,0
20091023,-1.23,-0.74,-1.15,0
20091026,-1.2,-0.04,-1.28,0
20091027,-0.51,-0.57,-0.65,0
20091028,-2.16,-1.48,-1.43,0
20091029,2.2,-0.24,1.64,0
20091030,-2.8,-0.11,-1.74,0
20091102,0.54,-0.75,-0.43,0
20091103,0.45,1.01,0.87,0
20091104,0.03,-1.06,-0.38,0
20091105,2.07,1.15,0.55,0
20091106,0.24,-0.29,-0.32,0
20091109,2.17,-0.44,1.45,0
20091110,-0.05,-0.79,-0.01,0
20091111,0.52,0.3,0.26,0
20091112,-1.12,-0.89,-0.71,0
20091113,0.61,0.29,0.03,0
20091116,1.54,1.16,0.33,0
20091117,0.14,-0.18,-0.1,0
20091118,-0.13,-0.43,0.36,0
20091119,-1.39,-0.76,-0.64,0
20091120,-0.33,0.22,-0.51,0
20091123,1.3,0.39,-0.11,0
20091124,-0.09,-0.24,-0.24,0
20091125,0.47,-0.45,0.28,0
20091127,-1.74,-0.54,-0.77,0
20091130,0.28,-0.29,0.49,0
20091201,1.28,0.51,-0.02,0
20091202,0.18,0.96,-0.22,0
20091203,-0.86,-0.35,-0.12,0
20091204,0.7,1.53,0.73,0
20091207,-0.15,0.37,-0.02,0
20091208,-0.97,0.06,-0.16,0
20091209,0.32,-0.19,0.09,0
20091210,0.5,-0.96,0.01,0
20091211,0.43,0.25,0.55,0
20091214,0.8,0.64,0.31,0
20091215,-0.48,0.21,-0.44,0
20091216,0.19,0.46,0.69,0
20091217,-1.18,0.21,-0.27,0
20091218,0.68,0.28,0.07,0
20091221,1.03,0.22,0.23,0
20091222,0.43,0.59,-0.16,0
20091223,0.36,0.85,-0.29,0
20091224,0.51,-0.08,0.16,0
20091228,0.08,-0.15,-0.27,0
20091229,-0.09,0.07,-0.06,0
20091230,0,-0.04,-0.18,0
20091231,-0.99,-0.13,0.15,0
20100104,1.69,0.62,1.03,0
20100105,0.31,-0.5,1.06,0
20100106,0.13,-0.24,0.43,0
20100107,0.4,0.16,0.69,0
20100108,0.33,0.37,0.02,0
20100111,0.13,-0.16,-0.18,0
20100112,-1,-0.25,-1.18,0
20100113,0.85,0.26,0.37,0
20100114,0.24,0.27,0,0
20100115,-1.12,-0.11,-0.33,0
20100119,1.26,0.29,0.23,0
20100120,-0.98,-0.52,0.13,0
20100121,-1.74,0.28,-0.85,0
20100122,-2.14,0.48,-0.69,0
20100125,0.37,-0.26,0.44,0
20100126,-0.45,-0.11,-0.34,0
20100127,0.53,0.27,-0.02,0
20100128,-1.18,-0.6,0.38,0
20100129,-0.97,-0.05,-0.36,0
20100201,1.39,-0.19,0.97,0
20100202,1.21,-0.36,0.6,0
20100203,-0.49,0.11,-0.46,0
20100204,-3.14,-0.18,-1.04,0
20100205,0.29,-0.05,-0.02,0
20100208,-0.79,0.05,-0.32,0
20100209,1.33,0.35,0.51,0
20100210,-0.17,0.31,0.16,0
20100211,1.13,0.66,0.16,0
20100212,-0.07,0.97,0.08,0
20100216,1.75,-0.3,1.06,0
20100217,0.49,0.09,0.13,0
20100218,0.62,0.09,-0.01,0
20100219,0.28,-0.01,0.55,0
20100222,-0.05,0.05,0.32,0
20100223,-1.24,0.18,-0.8,0
20100224,0.94,-0.27,0.34,0
20100225,-0.13,0.22,0.28,0
20100226,0.13,-0.42,0.14,0
20100301,1.2,1.13,0.16,0
20100302,0.32,0.55,0.25,0
20100303,0.09,0.14,0.14,0
20100304,0.37,0.11,0.14,0
20100305,1.43,0.39,0.57,0
20100308,0.02,0.09,0.33,0
20100309,0.21,0.23,-0.03,0
20100310,0.53,0.11,0.57,0
20100311,0.43,-0.09,-0.1,0
20100312,-0.02,0.06,-0.32,0
20100315,-0.02,-0.31,-0.49,0
20100316,0.78,-0.15,0.6,0
20100317,0.57,0.05,0.29,0
20100318,-0.1,-0.12,-0.6,0
20100319,-0.62,-0.58,-0.68,0
20100322,0.67,0.85,-0.02,0
20100323,0.8,0.37,0.31,0
20100324,-0.6,-0.57,0.77,0
20100325,-0.26,-0.42,-0.36,0
20100326,0.06,-0.07,0.31,0
20100329,0.59,-0.13,0.35,0
20100330,0.04,0.23,-0.3,0
20100331,-0.36,-0.45,0.1,0
20100401,0.75,0.03,0.78,0.001
20100405,0.95,1.05,0.89,0.001
20100406,0.19,0.28,0.37,0.001
20100407,-0.48,0.2,0.24,0.001
20100408,0.31,-0.24,0.3,0.001
20100409,0.66,-0.11,0.18,0.001
20100412,0.23,0.34,-0.08,0.001
20100413,0.07,0.1,0.01,0.001
20100414,1.24,0.93,1.12,0.001
20100415,0.11,0.59,-0.06,0.001
20100416,-1.53,0.66,-1.5,0.001
20100419,0.28,-0.88,0,0.001
20100420,0.88,0.63,0.56,0.001
20100421,-0.06,0.64,0.29,0.001
20100422,0.37,0.72,0.65,0.001
20100423,0.7,0.36,0.61,0.001
20100426,-0.43,0.33,-0.07,0.001
20100427,-2.34,0.09,-1.32,0.001
20100428,0.56,-0.62,0.5,0.001
20100429,1.34,0.44,0.5,0.001
20100430,-1.72,-0.95,-0.85,0.001
20100503,1.36,0.61,0.62,0.001
20100504,-2.5,-0.59,-0.86,0.001
20100505,-0.75,-0.64,-0.81,0.001
20100506,-3.27,-0.21,-0.94,0.001
20100507,-1.75,-1.28,-0.58,0.001
20100510,4.47,0.95,1.03,0.001
20100511,-0.17,1.09,-0.08,0.001
20100512,1.63,1.37,0.27,0.001
20100513,-1.12,0.27,-0.21,0.001
20100514,-1.92,-0.27,-0.64,0.001
20100517,0.11,-0.02,-0.5,0.001
20100518,-1.41,-0.27,-0.79,0.001
20100519,-0.63,-0.88,-0.1,0.001
20100520,-3.99,-0.79,-1.2,0.001
20100521,1.44,-0.31,1.24,0.001
20100524,-1.19,0.26,-0.71,0.001
20100525,-0.03,-0.49,0.62,0.001
20100526,-0.35,0.77,0.43,0.001
20100527,3.45,0.62,1.56,0.001
20100528,-1.18,0.05,-0.55,0.001
20100601,-1.89,-0.98,-1.64,0.001
20100602,2.63,0.15,0.4,0.001
20100603,0.54,0.58,0.01,0.001
20100604,-3.62,-1.14,-0.65,0.001
20100607,-1.52,-1.07,-0.94,0.001
20100608,0.9,-1.31,0,0.001
20100609,-0.46,0.76,-0.26,0.001
20100610,2.95,0.29,1.03,0.001
20100611,0.62,0.82,0.2,0.001
20100614,-0.06,0.55,0.21,0.001
20100615,2.36,0.04,0.97,0.001
20100616,-0.11,-0.15,-0.38,0.001
20100617,0.08,-0.2,-0.41,0.001
20100618,0.13,0.04,0.09,0.001
20100621,-0.47,-0.56,0.1,0.001
20100622,-1.63,-0.28,-0.89,0.001
20100623,-0.29,0.04,0,0.001
20100624,-1.65,0.11,-0.83,0.001
20100625,0.48,1.07,0.75,0.001
20100628,-0.23,-0.11,-0.45,0.001
20100629,-3.23,-0.63,-1.19,0.001
20100630,-0.98,0.05,-0.39,0.001
20100701,-0.4,-0.32,-0.43,0.001
20100702,-0.5,-0.32,-0.41,0.001
20100706,0.33,-2,0.06,0.001
20100707,3.17,0.1,0.36,0.001
20100708,1,0.57,0.21,0.001
20100709,0.81,0.66,0.55,0.001
20100712,-0.11,-1.16,0.08,0.001
20100713,1.76,1.63,0.56,0.001
20100714,-0.04,-0.14,-0.73,0.001
20100715,0.02,-0.86,-0.11,0.001
20100716,-2.94,-0.56,-0.93,0.001
20100719,0.54,-0.14,-0.19,0.001
20100720,1.23,0.63,0.11,0.001
20100721,-1.3,-0.36,-0.29,0.001
20100722,2.37,1.25,0.55,0.001
20100723,1.05,1.47,-0.3,0.001
20100726,1.23,0.85,0.2,0.001
20100727,-0.23,-0.35,0.33,0.001
20100728,-0.82,-0.87,0.07,0.001
20100729,-0.36,0.3,0.7,0.001
20100730,0.06,0.04,-0.22,0.001
20100802,2.08,-0.55,0.22,0.001
20100803,-0.55,-0.44,-0.47,0.001
20100804,0.74,0.41,-0.01,0.001
20100805,-0.22,-0.81,0.16,0.001
20100806,-0.36,-0.17,-0.24,0.001
20100809,0.62,0.59,0.22,0.001
20100810,-0.79,-1.21,-0.13,0.001
20100811,-2.91,-1.05,-0.6,0.001
20100812,-0.5,-0.03,-0.04,0.001
20100813,-0.47,-0.79,0.32,0.001
20100816,0.1,0.93,-0.19,0.001
20100817,1.31,0.55,-0.09,0.001
20100818,0.21,0.07,-0.04,0.001
20100819,-1.74,-0.78,-0.49,0.001
20100820,-0.28,0.31,-0.28,0.001
20100823,-0.5,-0.92,-0.46,0.001
20100824,-1.48,0.17,0.15,0.001
20100825,0.45,1.01,0.02,0.001
20100826,-0.76,-0.08,-0.19,0.001
20100827,1.82,0.89,0.33,0.001
20100830,-1.54,-0.8,-0.35,0.001
20100831,0.01,-0.23,0.69,0.001
20100901,3.05,0.56,0.59,0.001
20100902,0.97,0.28,-0.37,0.001
20100903,1.35,0.33,0.16,0.001
